"id","title","abstract","checked_by","kes_check","hji_check","curation_sum","number_of_checks","curation_score","kes_notes","hji_notes"
"31139843","Erratum to: Stroke in patients with prosthetic valve endocarditis : Single-center cohort study in China.","Erratum to:Herz 2019 https://doi.org/10.1007/s00059-019-4809-4 The original article has been corrected. The data given in Table 4 for patient No. 13 were wrong. Please find here the corrected Table.The authors and publisher apologize for this ….","hji,kes","0","0","0","2","0.0",NA,NA
"31329242","Genetic association testing using the GENESIS R/Bioconductor package.","<h4>Summary</h4>The Genomic Data Storage (GDS) format provides efficient storage and retrieval of genotypes measured by microarrays and sequencing. We developed GENESIS to perform various single- and aggregate-variant association tests using genotype data stored in GDS format. GENESIS implements highly flexible mixed models, allowing for different link functions, multiple variance components and phenotypic heteroskedasticity. GENESIS integrates cohesively with other R/Bioconductor packages to build a complete genomic analysis workflow entirely within the R environment.<h4>Availability and implementation</h4>https://bioconductor.org/packages/GENESIS; vignettes included.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"31647521","gep2pep: a Bioconductor package for the creation and analysis of pathway-based expression profiles.","<b>Summary: </b>Pathway-based expression profiles allow for high-level interpretation of transcriptomic data and systematic comparison of dysregulated cellular programs. We have previously demonstrated the efficacy of pathway-based approaches with two different applications: the Drug Set Enrichment Analysis and the Gene2drug analysis. Here we present a software tool that allows to easily convert gene-based profiles to pathway-based profiles and analyze them within the popular R framework. We also provide pre-computed profiles derived from the original Connectivity Map and its next generation release, i.e. the LINCS database.<br><br><b>Availability and implementation: </b>the tool is implemented as the R/Bioconductor package gep2pep and can be freely downloaded from https://bioconductor.org/packages/gep2pep.<br><br><b>Supplementary information: </b>Supplementary data are available at http://dsea.tigem.it/lincs.","hji,kes","0","0","0","2","0.0","software",NA
"31664036","Prenatal hypoxia-induced epigenomic and transcriptomic reprogramming in rat fetal and adult offspring hearts.","The molecular mechanism of antenatal hypoxia impacting on fetal heart development and elevated risk of heart disease of adult offspring is poorly understood. We present a dataset integrating DNA methylome and transcriptome analyses of antenatal hypoxia affecting rat fetal and adult offspring hearts to understand hypoxia-mediated epigenomic reprogramming of the heart development. We showed that antenatal hypoxia not only induced DNA methylomic and transcriptomic changes in the fetal hearts, but also had a delayed and lasting effect on the adult offspring hearts. Of interest, antenatal hypoxia induced opposite changes in DNA methylation patterns in fetal and adult hearts, with a hypermethylation in the fetus and a hypomethylation in the adult. An extensive preprocessing, quality assessment, and downstream data analyses were performed on the genomic dataset so that the research community may take advantage of the public resource. These dataset could be exploited as a comprehensive resource for understanding fetal hypoxia-mediated epigenetic reprogramming in the heart development and further developmental programming of heart vulnerability to disease later in life.Figshare doi: https://doi.org/10.6084/m9.figshare.9948572.","hji,kes","0","0","0","2","0.0",NA,NA
"31782763","genBaRcode: a comprehensive R-package for genetic barcode analysis.","MOTIVATION:Genetic barcodes have been established as an efficient method to trace clonal progeny of uniquely labeled cells by introducing artificial genetic sequences into the corresponding genomes. The assessment of those sequences relies on next generation sequencing and the subsequent analysis aiming to identify sequences of interest and correctly quantifying their abundance. RESULTS:We developed the genBaRcode package as a toolbox combining the flexibility of digesting next generation sequencing reads with or without a sophisticated barcode structure, with a variety of error-correction approaches and the availability of several types of visualization routines. Furthermore, a graphical user interface was incorporated to allow also less experienced R users package-based analyses. Finally, the provided tool is intended to bridge the gap between generating and analyzing barcode data and thereby supporting the establishment of standardized and reproducible analysis strategies. AVAILABILITY AND IMPLEMENTATION:The genBaRcode package is available at CRAN (https://cran.r-project.org/package=genBaRcode).","hji,kes","0","0","0","2","0.0","software",NA
"31821408","psSubpathway: a software package for flexible identification of phenotype-specific subpathways in cancer progression.","SUMMARY:Subpathways, which are defined as local gene subregions within a biological pathway, have been reported to be associated with the occurrence and development of cancer. The recent subpathway identification tools generally identify differentially expressed subpathways between normal and cancer samples. psSubpathway is a novel systems biology R-based software package that enables flexible identification of phenotype-specific subpathways in a cancer dataset with multiple categories (such as multiple subtypes and developmental stages of cancer). The operation modes include extraction of subpathways from pathway networks, inference with subpathway activities in the context of gene expression data, identification of subtype-specific subpathways, identification of dynamic-changed subpathways associated with the cancer developmental stage and visualization of subpathway activities of samples in different phenotypes. Its capabilities enable psSubpathway to find specific abnormal subpathways in the datasets with multi-phenotype categories and to fill the gaps in the recent tools. psSubpathway may identify more specific biomarkers to facilitate the development of tailored treatment for patients with cancer. AVAILABILITY AND IMPLEMENTATION:The package is implemented in R and available under GPL-2 license from the CRAN website (https://cran.r-project.org/web/packages/psSubpathway/). SUPPLEMENTARY INFORMATION:Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"31834361","MLDSP-GUI: an alignment-free standalone tool with an interactive graphical user interface for DNA sequence comparison and analysis.","SUMMARY:Machine Learning with Digital Signal Processing and Graphical User Interface (MLDSP-GUI) is an open-source, alignment-free, ultrafast, computationally lightweight, and standalone software tool with an interactive GUI for comparison and analysis of DNA sequences. MLDSP-GUI is a general-purpose tool that can be used for a variety of applications such as taxonomic classification, disease classification, virus subtype classification, evolutionary analyses, among others. AVAILABILITY AND IMPLEMENTATION:MLDSP-GUI is open-source, cross-platform compatible, and is available under the terms of the Creative Commons Attribution 4.0 International license (http://creativecommons.org/licenses/by/4.0/). The executable and dataset files are available at https://sourceforge.net/projects/mldsp-gui/. SUPPLEMENTARY INFORMATION:Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"31874630","wtest: an integrated R package for genetic epistasis testing.","<h4>Background</h4>With the increasing amount of high-throughput genomic sequencing data, there is a growing demand for a robust and flexible tool to perform interaction analysis. The identification of SNP-SNP, SNP-CpG, and higher order interactions helps explain the genetic etiology of human diseases, yet genome-wide analysis for interactions has been very challenging, due to the computational burden and a lack of statistical power in most datasets.<h4>Results</h4>The wtest R package performs association testing for main effects, pairwise and high order interactions in genome-wide association study data, and cis-regulation of SNP and CpG sites in genome-wide and epigenome-wide data. The software includes a number of post-test diagnostic and analysis functions and offers an integrated toolset for genetic epistasis testing.<h4>Conclusions</h4>The wtest is an efficient and powerful statistical tool for integrated genetic epistasis testing. The package is available in CRAN: https://CRAN.R-project.org/package=wtest.","hji,kes","0","0","0","2","0.0","software",NA
"31883004","qgg: an R package for large-scale quantitative genetic analyses.","SUMMARY:Here, we present the R package qgg, which provides an environment for large-scale genetic analyses of quantitative traits and diseases. The qgg package provides an infrastructure for efficient processing of large-scale genetic data and functions for estimating genetic parameters, and performing single and multiple marker association analyses and genomic-based predictions of phenotypes. AVAILABILITY AND IMPLEMENTATION:The qgg package is freely available. For the latest updates, user guides and example scripts, consult the main page http://psoerensen.github.io/qgg. The current release is available from CRAN (https://CRAN.R-project.org/package=qgg) for all major operating systems. SUPPLEMENTARY INFORMATION:Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"32006275","Comparative Protein Structure Analysis with Bio3D-Web.","Bio3D-web is an online application for the interactive analysis of sequence-structure-dynamics relationships in user-defined protein structure sets. Major functionality includes structure database searching, sequence and structure conservation assessment, inter-conformer relationship mapping and clustering with principal component analysis (PCA), and flexibility prediction and comparison with ensemble normal mode analysis (eNMA). Collectively these methods allow users to start with a single sequence or structure and characterize the structural, conformational, and internal dynamic properties of homologous proteins for which there are high-resolution structures available. Functionality is also provided for the generation of custom PDF, Word, and HTML analysis reports detailing all user-specified analysis settings and corresponding results. Bio3D-web is available at http://thegrantlab.org/bio3d/webapps , as a Docker image https://hub.docker.com/r/bio3d/bio3d-web/ , or downloadable source code https://bitbucket.org/Grantlab/bio3d-web .","hji,kes","0","0","0","2","0.0","software",NA
"32170928","primirTSS: an R package for identifying cell-specific microRNA transcription start sites.","SUMMARY:The R/Bioconductor package primirTSS is a fast and convenient tool that allows implementation of the analytical method to identify transcription start sites of microRNAs by integrating ChIP-seq data of H3K4me3 and Pol II. It further ensures the precision by employing the conservation score and sequence features. The tool showed a good performance when using H3K4me3 or Pol II Chip-seq data alone as input, which brings convenience to applications where multiple datasets are hard to acquire. This flexible package is provided with both R-programming interfaces as well as graphical web interfaces. AVAILABILITY AND IMPLEMENTATION:primirTSS is available at: http://bioconductor.org/packages/primirTSS. The documentation of the package including an accompanying tutorial was deposited at: https://bioconductor.org/packages/release/bioc/vignettes/primirTSS/inst/doc/primirTSS.html. CONTACT:jwang@nju.edu.cn. SUPPLEMENTARY INFORMATION:Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"32219387","debCAM: a bioconductor R package for fully unsupervised deconvolution of complex tissues.","<h4>Summary</h4>We develop a fully unsupervised deconvolution method to dissect complex tissues into molecularly distinctive tissue or cell subtypes based on bulk expression profiles. We implement an R package, deconvolution by Convex Analysis of Mixtures (debCAM) that can automatically detect tissue/cell-specific markers, determine the number of constituent subtypes, calculate subtype proportions in individual samples and estimate tissue/cell-specific expression profiles. We demonstrate the performance and biomedical utility of debCAM on gene expression, methylation, proteomics and imaging data. With enhanced data preprocessing and prior knowledge incorporation, debCAM software tool will allow biologists to perform a more comprehensive and unbiased characterization of tissue remodeling in many biomedical contexts.<h4>Availability and implementation</h4>http://bioconductor.org/packages/debCAM.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"32321166","APAlyzer: a bioinformatics package for analysis of alternative polyadenylation isoforms.","<h4>Summary</h4>Most eukaryotic genes produce alternative polyadenylation (APA) isoforms. APA is dynamically regulated under different growth and differentiation conditions. Here, we present a bioinformatics package, named APAlyzer, for examining 3'UTR APA, intronic APA and gene expression changes using RNA-seq data and annotated polyadenylation sites in the PolyA_DB database. Using APAlyzer and data from the GTEx database, we present APA profiles across human tissues.<h4>Availability and implementation</h4>APAlyzer is freely available at https://bioconductor.org/packages/release/bioc/html/APAlyzer.html as an R/Bioconductor package.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"32363380","CeRNASeek: an R package for identification and analysis of ceRNA regulation.","Competitive endogenous RNA (ceRNA) represents a novel layer of gene regulation that controls both physiological and pathological processes. However, there is still lack of computational tools for quickly identifying ceRNA regulation. To address this problem, we presented an R-package, CeRNASeek, which allows identifying and analyzing ceRNA-ceRNA interactions by integration of multiple-omics data. CeRNASeek integrates six widely used computational methods to identify ceRNA-ceRNA interactions, including two global and four context-specific ceRNA regulation prediction methods. In addition, it provides several downstream analyses for predicted ceRNA-ceRNA pairs, including regulatory network analysis, functional annotation and survival analysis. With examples of cancer-related ceRNA prioritization and cancer subtyping, we demonstrate that CeRNASeek is a valuable tool for investigating the function of ceRNAs in complex diseases. In summary, CeRNASeek provides a comprehensive and efficient tool for identifying and analysis of ceRNA regulation. The package is available on the Comprehensive R Archive Network (CRAN) at https://CRAN.R-project.org/package=CeRNASeek.","hji,kes","0","0","0","2","0.0","software",NA
"32589734","BeadNet: deep learning-based bead detection and counting in low-resolution microscopy images.","<h4>Motivation</h4>An automated counting of beads is required for many high-throughput experiments such as studying mimicked bacterial invasion processes. However, state-of-the-art algorithms under- or overestimate the number of beads in low-resolution images. In addition, expert knowledge is needed to adjust parameters.<h4>Results</h4>In combination with our image labeling tool, BeadNet enables biologists to easily annotate and process their data reducing the expertise required in many existing image analysis pipelines. BeadNet outperforms state-of-the-art-algorithms in terms of missing, added and total amount of beads.<h4>Availability and implementation</h4>BeadNet (software, code and dataset) is available at https://bitbucket.org/t_scherr/beadnet. The image labeling tool is available at https://bitbucket.org/abartschat/imagelabelingtool.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"32592631","A study on the structure, mechanism, and biochemistry of kanamycin B dioxygenase (KanJ)-an enzyme with a broad range of substrates.","Kanamycin A is an aminoglycoside antibiotic isolated from Streptomyces kanamyceticus and used against a wide spectrum of bacteria, including Mycobacterium tuberculosis. Biosynthesis of kanamycin involves an oxidative deamination step catalyzed by kanamycin B dioxygenase (KanJ), thereby the C2' position of kanamycin B is transformed into a keto group upon release of ammonia. Here, we present for the first time, structural models of KanJ with several ligands, which along with the results of ITC binding assays and HPLC activity tests explain substrate specificity of the enzyme. The large size of the binding pocket suggests that KanJ can accept a broad range of substrates, which was confirmed by activity tests. Specificity of the enzyme with respect to its substrate is determined by the hydrogen bond interactions between the methylamino group of the antibiotic and highly conserved Asp134 and Cys150 as well as between hydroxyl groups of the substrate and Asn120 and Gln80. Upon antibiotic binding, the C terminus loop is significantly rearranged and Gln80 and Asn120, which are directly involved in substrate recognition, change their conformations. Based on reaction energy profiles obtained by density functional theory (DFT) simulations, we propose a mechanism of ketone formation involving the reactive Fe<sup>IV</sup>  = O and proceeding either via OH rebound, which yields a hemiaminal intermediate or by abstraction of two hydrogen atoms, which leads to an imine species. At acidic pH, the latter involves a lower barrier than the OH rebound, whereas at basic pH, the barrier leading to an imine vanishes completely. DATABASES: Structural data are available in PDB database under the accession numbers: 6S0R, 6S0T, 6S0U, 6S0W, 6S0V, 6S0S. Diffraction images are available at the Integrated Resource for Reproducibility in Macromolecular Crystallography at http://proteindiffraction.org under DOIs: 10.18430/m36s0t, 10.18430/m36s0u, 10.18430/m36s0r, 10.18430/m36s0s, 10.18430/m36s0v, 10.18430/m36s0w. A data set collection of computational results is available in the Mendeley Data database under DOI: 10.17632/sbyzssjmp3.1 and in the ioChem-BD database under DOI: 10.19061/iochem-bd-4-18.","hji,kes","0","0","0","2","0.0",NA,"not descriptive of resource"
