ID,extracted_url,best_common,best_common_prob,best_full,best_full_prob,best_name,best_name_prob,article_count,publication_date
25361966,http://bioinf.xmu.edu.cn/ADReCS,ADReCS,0.995718002,Adverse Drug Reaction Classification System,0.979371885,ADReCS,0.995718002,1,2014-10-31
32291734,http://inetapps.nus.edu.sg/aelp,AELP,0.983020544,Auditory English Lexicon Project,0.609619483,AELP,0.983020544,1,2020-10-01
22682155,http://www.affinomics.org,AFFINOMICS,0.97896564,,0,AFFINOMICS,0.97896564,1,2012-06-01
25048123,http://bioinfo.net.in/AgAbDb.htm,AgAbDb,0.995833278,Antigen-Antibody Interaction Database,0.982613113,AgAbDb,0.995833278,1,2014-01-01
30239679,http://www.agbiodata.org,AgBioData,0.996884644,,0,AgBioData,0.996884644,1,2018-01-01
24217911,http://agefactdb.jenage.de,AgeFactDB,0.997452736,JenAge Ageing Factor Database,0.809117585,AgeFactDB,0.997452736,1,2013-11-11
26602690,http://agingchart.org,Aging Chart,0.833349913,,0,Aging Chart,0.833349913,1,2015-11-23
30231853,http://expression.latrobe.edu.au/agriseqdb,AgriSeqDB,0.997874022,,0,AgriSeqDB,0.997874022,1,2018-09-19
22084200,"http://ahdb.ee.ncku.edu.tw/, http://ahdb.csbb.ntu.edu.tw",AH-DB,0.99563925,Apo-Holo DataBase,0.77852336,AH-DB,0.99563925,1,2011-11-13
28376796,http://public.sylics.com,AHCODA-DB,0.993691454,,0,AHCODA-DB,0.993691454,1,2017-04-04
25392419,http://crdd.osdd.net/raghava/ahtpdb,AHTPDB,0.997885823,,0,AHTPDB,0.997885823,1,2014-11-11
31123286,http://956023.ichengyun.net/AICD/index.php,AICD,0.981977388,nti-Inflammatory Compounds Database,0.904850148,AICD,0.981977388,1,2019-05-23
21148158,http://www.aid-register.uk-essen.de,AID-Net,0.68992514,,0,AID-Net,0.68992514,1,2011-01-01
26644461,http://alcodb.jp,ALCOdb,0.997920737,Algae Gene Coexpression database,0.973787616,ALCOdb,0.997920737,1,2015-12-07
25853886,http://res.xaut.edu.cn/aldb/index.jsp,ALDB,0.989124298,nimal,0.511159897,ALDB,0.989124298,1,2015-04-08
30357390,http://aledb.org,ALEdb,0.993111849,,0,ALEdb,0.993111849,1,2019-01-01
24556904,http://plantpathology.ba.ars.usda.gov/alfalfatfdb.html,AlfalfaTFDB,0.975518227,,0,AlfalfaTFDB,0.975518227,1,2014-02-21
34361108,http://bioinfo.usu.edu/alfanet,alfaNET,0.997048736,,0,alfaNET,0.997048736,1,2021-08-03
22039151,http://alfred.med.yale.edu,ALFRED,0.992198706,,0,ALFRED,0.992198706,1,2011-10-28
28069893,http://alga-pras.riken.jp,Alga-PrAS,0.994979988,Algal Protein Annotation Suite database,0.78106205,Alga-PrAS,0.994979988,1,2017-01-01
24628857,http://algaepath.itps.ncku.edu.tw,AlgaePath,0.996096075,,0,AlgaePath,0.996096075,1,2014-03-14
22659196,http://alkamid.ugent.be,Alkamid,0.985504031,,0,Alkamid,0.985504031,1,2012-05-30
23193282,http://www.brain-map.org,Allen Brain Atlas,0.758832355,,0,Allen Brain Atlas,0.758832355,1,2012-11-28
25097382,http://nabic.rda.go.kr/allergen,AllergenPro,0.997101068,,0,AllergenPro,0.997101068,1,2014-06-30
21498548,http://allie.dbcls.jp,Allie,0.968772352,,0,Allie,0.968772352,1,2011-04-15
22559261,http://alliumgenetics.org,AlliumMap,0.986065328,,0,AlliumMap,0.986065328,1,2012-05-04
30365033,http://allomaps.bii.a-star.edu.sg,AlloMAPS,0.996572554,,0,AlloMAPS,0.996572554,1,2019-01-01
33852582,http://www.nipgr.ac.in/AlnC,AlnC,0.996692717,Catalogue,0.617510498,AlnC,0.996692717,1,2021-04-14
34316271,"http://altaiflora.asu.ru/en/, http://altb.asu.ru",ALTB,0.855050087,,0,ALTB,0.855050087,1,2021-07-13
21880703,http://www.aluhunter.com,AluHunter,0.993216336,,0,AluHunter,0.993216336,1,2011-08-31
25432889,http://alz.big.ac.cn/alzBase,AlzBase,0.974508405,,0,AlzBase,0.974508405,1,2014-11-29
22647208,http://alzpathway.org,AlzPathway,0.996937859,,0,AlzPathway,0.996937859,1,2012-05-30
34335304,http://gift2disease.net/GIFTED,Amadis,0.995023131,,0,Amadis,0.995023131,1,2021-07-14
25762455,http://amamutdb.no,amamutdb.no,0.977049748,,0,amamutdb.no,0.977049748,1,2015-04-09
32193422,http://www.amazon-fish.com,AmazonFish,0.907141924,,0,AmazonFish,0.907141924,1,2020-03-19
23317704,http://www.amddatabase.info,AMDD,0.986542583,anti microbial drug database,0.958445907,AMDD,0.986542583,1,2012-11-07
26828034,http://www.amphibiachina.org,AmphibiaChina,0.995878279,,0,AmphibiaChina,0.995878279,1,2016-01-01
30247677,http://amtdb.org,AmtDB,0.998366475,,0,AmtDB,0.998366475,1,2019-01-01
31094220,http://bioinformatics.biol.uoa.gr/amyco,AmyCo,0.988337398,amyloidoses collection,0.742020524,AmyCo,0.988337398,1,2019-05-16
26088800,http://comprec-lin.iiar.pwr.edu.pl/amyload,AmyLoad,0.924672663,,0,AmyLoad,0.924672663,1,2015-06-17
29040693,http://amypro.net,AmyPro,0.99600482,,0,AmyPro,0.99600482,1,2018-01-01
32765587,http://education.knoweng.org/abc-gwas,ABC-GWAS,0.923012972,Analysis of Breast Cancer GWAS,0.94699221,Analysis of Breast Cancer GWAS,0.94699221,1,2020-07-20
30371900,http://ancestralgenomes.org,Ancestral Genomes,0.586193487,,0,Ancestral Genomes,0.586193487,1,2019-01-01
31347432,http://arecanut.icmr.org.in,ANDB,0.951109529,Areca nut database,0.914340153,ANDB,0.951109529,1,2019-07-26
27582018,http://angiogenes.uni-frankfurt.de,ANGIOGENES,0.997215807,,0,ANGIOGENES,0.997215807,1,2016-09-01
30937442,http://www.ccb.uni-saarland.de/asra,ASRA,0.944391489,Animal sncRNA Atlas,0.959473997,Animal sncRNA Atlas,0.959473997,1,2019-05-01
32986825,http://gong_lab.hzau.edu.cn/Animal-APAdb,Animal-APAdb,0.993082929,,0,Animal-APAdb,0.993082929,1,2021-01-01
31584087,http://gong_lab.hzau.edu.cn/Animal_ImputeDB,Animal-ImputeDB,0.997726774,,0,Animal-ImputeDB,0.997726774,1,2020-01-01
31680137,http://www.aniseed.cnrs.fr,ANISEED,0.995582819,,0,ANISEED,0.995582819,1,2020-01-01
21904438,http://bioinfopresidencycollegekolkata.edu.in/antagomirs.html,Antagomir,0.96470964,,0,Antagomir,0.96470964,1,2011-08-20
33996073,http://antifungalinteractions.org/was,,0,antifungal drug interactions database,0.586464763,antifungal drug interactions database,0.586464763,1,2021-01-01
32584882,http://amdr.amu.ac.in/acd,ACD,0.987468759,Antimicrobial chemotherapeutics database,0.987474948,Antimicrobial chemotherapeutics database,0.987474948,1,2020-06-25
30639529,http://www.ceb.uminho.pt/aecd,,0,Antimicrobial Enzyme Combinations Database,0.657052189,Antimicrobial Enzyme Combinations Database,0.657052189,1,2019-01-09
"27924032, 30395294, 33152079",http://antismash-db.secondarymetabolites.org,antiSMASH,0.958897054,,0,antiSMASH,0.958897054,3,2021-01-01
27671474,http://www.antistaphybase.com,ANTISTAPHYBASE,0.932832658,,0,ANTISTAPHYBASE,0.932832658,1,2016-09-26
28784999,http://lin.uestc.edu.cn/AODdatabase/index.aspx,AOD,0.994940579,Antioxidant Database,0.930749983,AOD,0.994940579,1,2017-08-07
31978081,http://aoe.dbcls.jp,AOE,0.969555974,,0,AOE,0.969555974,1,2020-01-24
31586392,http://hanlab.uth.edu/apa,APAatlas,0.997015476,,0,APAatlas,0.997015476,1,2020-01-01
25052703,http://tools.genxpro.net/apadb,APADB,0.981904626,,0,APADB,0.981904626,1,2014-07-22
25378337,http://mosas.sysu.edu.cn/utr,APASdb,0.995926738,,0,APASdb,0.995926738,1,2014-11-06
30715274,http://apid.dep.usal.es,APID,0.780257463,,0,APID,0.780257463,1,2019-01-01
28413782,http://deepaklab.com/aphidmicrodb,APMicroDB,0.996813858,microsatellite repeat database of the pea aphid,0.969031361,APMicroDB,0.996813858,1,2017-03-30
26861916,http://crdd.osdd.net/raghava/apocand,ApoCanD,0.977928281,,0,ApoCanD,0.977928281,1,2016-02-10
22067098,http://apoptoproteomics.uio.no,ApoptoProteomics,0.990143538,,0,ApoptoProteomics,0.990143538,1,2011-11-08
31695717,http://bioinformatics.cau.edu.cn/AppleMDO,AppleMDO,0.992001891,,0,AppleMDO,0.992001891,1,2019-10-22
33643383,http://lms.snu.edu.in/APRegNet,APRegNet,0.974425733,,0,APRegNet,0.974425733,1,2021-02-12
34556150,http://apricotgpd.com,AprGPD,0.988473594,apricot,0.7814821,AprGPD,0.988473594,1,2021-09-23
22434840,http://aptamer.freebase.com,Aptamer Base,0.971290752,,0,Aptamer Base,0.971290752,1,2012-03-20
28095775,http://www.biw.kuleuven.be/CSB/ARA-PEPs,ARA-PEPs,0.987573981,,0,ARA-PEPs,0.987573981,1,2017-01-17
24272250,http://rarge-v2.psc.riken.jp,RARGE II,0.89071492,Arabidopsis Genome Encyclopedia II,0.959254963,Arabidopsis Genome Encyclopedia II,0.959254963,1,2013-11-21
22345505,http://gmdd.shgmo.org/Computational-Biology/ANAP,ANAP,0.893375516,Arabidopsis Network Analysis Pipeline,0.910027817,Arabidopsis Network Analysis Pipeline,0.910027817,1,2012-02-16
29069336,http://arachnoserver.org,ArachnoServer,0.996285319,,0,ArachnoServer,0.996285319,1,2018-03-01
29059333,http://aragwas.1001genomes.org,AraGWAS,0.865443408,,0,AraGWAS,0.865443408,1,2018-01-01
25487439,http://aralip.plantbiology.msu.edu,ARALIP,0.893481195,,0,ARALIP,0.893481195,1,2014-12-10
25355510,http://www.inetbio.org/aranet,AraNet,0.987630188,,0,AraNet,0.987630188,1,2014-10-29
22760305,http://bioinformatics.sdstate.edu/arapath,AraPath,0.983345628,,0,AraPath,0.983345628,1,2012-07-03
25414324,http://www.araport.org,Araport,0.875419378,,0,Araport,0.875419378,1,2014-11-20
27995664,http://www.bioinformatics.nl/Ara,AraQTL,0.994779587,,0,AraQTL,0.994779587,1,2017-02-13
24265221,http://sbi.imim.es/archdb,ArchDB,0.988814056,,0,ArchDB,0.988814056,1,2013-11-21
29077946,http://brp.kfshrc.edu.sa/ared,ARED-Plus,0.983083916,AU-Rich Element Database,0.900331807,ARED-Plus,0.983083916,1,2018-01-01
26602692,http://rna.tbi.univie.ac.at/AREsite,AREsite2,0.991525769,,0,AREsite2,0.991525769,1,2015-11-23
34738791,http://www.pharmbioinf.uni-freiburg.de/arocagedb,AroCageDB,0.994719088,Aromatic Cage Database,0.872022057,AroCageDB,0.994719088,1,2021-11-05
30150996,http://bioinfo.cimap.res.in/aromadb,AromaDb,0.996747673,,0,AromaDb,0.996747673,1,2018-08-13
25468931,http://aromadeg.siona.helmholtz-hzi.de,AromaDeg,0.997393668,,0,AromaDeg,0.997393668,1,2014-12-01
25428357,http://www.arraymap.org,arrayMap,0.994105458,,0,arrayMap,0.994105458,1,2014-11-26
27242037,http://arthropodacyc.cycadsys.org,ArthropodaCyc,0.994480968,,0,ArthropodaCyc,0.994480968,1,2016-05-30
32507889,http://slim.icr.ac.uk/articles,articles.ELM,0.941570143,,0,articles.ELM,0.941570143,1,2020-01-01
32449934,http://asap.epfl.ch,ASAP,0.72770232,Automated Single-cell Analysis Portal,0.707243107,ASAP,0.72770232,1,2020-07-01
"31665428, 31707700",http://mdl.shsmu.edu.cn/ASD,ASD,0.992668907,The Allosteric Database,0.877874815,ASD,0.992668907,2,2020-01-01
24475134,http://ASDCD.amss.ac.cn,ASDCD,0.993572259,Antifungal Synergistic Drug Combination Database,0.987889366,ASDCD,0.993572259,1,2014-01-24
34839012,http://aser.ihb.ac.cn,ASER,0.987263083,Animal Sex Reversal Database,0.97150902,ASER,0.987263083,1,2021-11-25
32294195,http://asfvdb.popgenetics.net,ASFVdb,0.996319771,African swine fever virus database,0.897414913,ASFVdb,0.996319771,1,2020-01-01
29321052,http://www.asgdb.org,ASGDB,0.969647527,sinensis genome database,0.934053496,ASGDB,0.969647527,1,2018-01-10
27193158,http://asl-lex.org,ASL-LEX,0.995315278,,0,ASL-LEX,0.995315278,1,2017-04-01
31036810,http://bansallab.github.io/asnr,ASNR,0.994962871,Animal Social Network Repository,0.941487324,ASNR,0.994962871,1,2019-04-29
29106599,http://combio.snu.ac.kr/aspedia,ASpedia,0.996890545,,0,ASpedia,0.996890545,1,2018-01-01
"22080559, 24194595",http://www.aspgd.org,AspGD,0.997273564,Aspergillus Genome Database,0.978452827,AspGD,0.997273564,2,2013-11-04
31843802,http://ipf.sustech.edu.cn/pub/asrd,ASRD,0.982676625,Arabidopsis Small RNA Database,0.980507145,ASRD,0.982676625,1,2019-12-16
23904744,http://121.241.218.70/ASRDb,ASRDb,0.997044563,Archaeal Stress Response Database,0.98826167,ASRDb,0.997044563,1,2013-07-12
29987736,http://at-chloro.prabi.fr/at_chloro,AT_CHLORO,0.995981574,,0,AT_CHLORO,0.995981574,1,2018-01-01
31535335,http://www.atacamadb.cl,Atacama,0.921638429,,0,Atacama,0.921638429,1,2019-09-18
33125076,http://www.licpathway.net/ATACdb,ATACdb,0.997429222,chromatin accessibility database,0.808434457,ATACdb,0.997429222,1,2021-01-01
28968841,http://genome.sdau.edu.cn/circRNA,AtCircDB,0.993186295,,0,AtCircDB,0.993186295,1,2019-01-01
30239683,http://auto2disease.nwsuaflmz.com,ATD,0.981130342,Autophagy To Disease,0.913275957,ATD,0.981130342,1,2018-01-01
32681639,http://www.bigzju.com/ATdb,ATdb,0.992148757,Autophagy and Tumor Database,0.977843061,ATdb,0.992148757,1,2020-01-01
30624648,http://www.nipgr.res.in/AtFusionDB,AtFusionDB,0.996401966,,0,AtFusionDB,0.996401966,1,2019-01-01
22800758,http://www.athamap.de,AthaMap,0.989823103,,0,AthaMap,0.989823103,1,2012-07-16
22876890,http://www.t4ss.lncc.br,AtlasT4SS,0.984139264,,0,AtlasT4SS,0.984139264,1,2012-08-09
33219693,http://www.megabionet.org/atmad,AtMAD,0.989043355,Arabidopsis thaliana Multi-omics Association Database,0.988037554,AtMAD,0.989043355,1,2021-01-01
25972521,http://AtmiRNET.itps.ncku.edu.tw,AtmiRNET,0.997909009,,0,AtmiRNET,0.997909009,1,2015-05-13
22397531,http://AtPAN.itps.ncku.edu.tw,AtPAN,0.98359412,Arabidopsis thaliana Promoter Analysis Net,0.875704557,AtPAN,0.98359412,1,2012-03-08
27899679,http://www.megabionet.org/atpid,AtPID,0.997839749,Arabidopsis thaliana Protein Interactome Database,0.974847411,AtPID,0.997839749,1,2016-11-28
30534948,http://atsnp.biostat.wisc.edu,atSNP,0.982023239,,0,atSNP,0.982023239,1,2019-08-01
"21217125, 24334350, 26546318, 29216398",http://atted.jp,ATTED-II,0.954756707,,0,ATTED-II,0.954756707,4,2018-01-01
"22057158, 26779400",http://aura.science.unitn.it,AURA,0.97320962,Atlas of UTR Regulatory Activity,0.889621913,AURA,0.97320962,2,2014-01-29
29198880,http://aureowiki.med.uni-greifswald.de,AureoWiki,0.996498525,,0,AureoWiki,0.996498525,1,2017-11-24
29186576,http://autism.mindspec.org/autdb/Welcome.do,AutDB,0.997044206,,0,AutDB,0.997044206,1,2018-01-01
23774715,http://fcon_1000.projects.nitrc.org/indi/abide,ABIDE,0.968805671,Autism Brain Imaging Data Exchange,0.98496213,Autism Brain Imaging Data Exchange,0.98496213,1,2013-06-18
22139918,http://autismkb.cbi.pku.edu.cn,AutismKB,0.762071371,,0,AutismKB,0.762071371,1,2011-12-01
22753780,"http://autobind.csie.ncku.edu.tw/, http://autobind.mc.ntu.edu.tw",AutoBind,0.98091805,,0,AutoBind,0.98091805,1,2012-07-02
30669929,http://www.autophagysmdb.org,AutophagySMDB,0.995587846,Autophagy Small Molecule Database,0.9487999,AutophagySMDB,0.995587846,1,2019-02-03
33176685,http://avimm.ab.mpg.de,AVIMM,0.990362942,Avian Immunome DB,0.966759622,AVIMM,0.990362942,1,2020-11-12
24285301,http://crdd.osdd.net/servers/avpdb,AVPdb,0.996542871,,0,AVPdb,0.996542871,1,2013-11-26
30215764,http://www.awesome-hust.com,AWESOME,0.993797898,Exhibits SNP,0.626161829,AWESOME,0.993797898,1,2019-01-01
30893420,http://lmse.github.io/aybrah,AYbRAH,0.996119797,Analyzing Yeasts by Reconstructing Ancestry of Homologs,0.874202971,AYbRAH,0.996119797,1,2019-01-01
34976872,http://b-amp.karishmakaushiklab.com,B-AMP,0.991384625,,0,B-AMP,0.991384625,1,2021-12-16
21335611,http://www.b2gfar.org,B2G-FAR,0.91893776,Annotation Repository,0.673282564,B2G-FAR,0.91893776,1,2011-02-18
34269889,http://webs.iiitd.edu.in/raghava/b3pdb,B3Pdb,0.996475801,,0,B3Pdb,0.996475801,1,2021-07-16
"24214959, 26424852, 30256983",http://bacdive.dsmz.de,BacDive,0.997053862,Bacterial Diversity Metadatabase,0.693979033,BacDive,0.997053862,3,2019-01-01
22135301,http://bacmap.wishartlab.com,BacMap,0.990752041,,0,BacMap,0.990752041,1,2011-12-01
24304895,http://bacmet.biomedicine.gu.se)--a,BacMet,0.994012475,,0,BacMet,0.994012475,1,2013-12-03
34838806,http://bacteria.guru,bacteria.guru,0.995123416,,0,bacteria.guru,0.995123416,1,2021-11-25
30272193,http://bactome.helmholtz-hzi.de,BACTOME,0.997656286,,0,BACTOME,0.997656286,1,2019-01-01
25377257,"http://bactpepdb.rpbs.univ-paris-diderot.fr, http://www.yeastgenome.org",BactPepDB,0.998118401,,0,BactPepDB,0.998118401,1,2014-11-06
"26433226, 30715167, 33010178",http://bacdb.org/BacWGSTdb,BacWGSTdb,0.994153142,,0,BacWGSTdb,0.994153142,3,2021-01-01
24602877,"http://www.bamboogdb.org/, http://www.bamboogdb.org",BambooGDB,0.996197879,,0,BambooGDB,0.996197879,1,2014-03-05
25336620,http://www.barcdb.org,BARCdb,0.997212112,The Biobanking Analysis Resource Catalogue,0.877752744,BARCdb,0.997212112,1,
25477388,http://bard.nih.gov,BARD,0.990859985,BioAssay Research Database,0.854191172,BARD,0.990859985,1,2014-12-04
33247932,http://146.118.64.11/BarleyVar,BarleyVarDB,0.997781932,,0,BarleyVarDB,0.997781932,1,2020-11-01
34264745,http://sbcb.inf.ufrgs.br/barracurda,BARRA:CuRDa,0.988691002,Benchmarking of ARtificial intelligence Research,0.805160913,BARRA:CuRDa,0.988691002,1,2021-07-14
34615485,http://www.bayberrybase.cn,Bayberry,0.680092216,,0,Bayberry,0.680092216,1,2021-10-06
31665503,http://bbcancer.renlab.org,BBCancer,0.997065306,,0,BBCancer,0.997065306,1,2020-01-01
24250117,http://bioinformatics.towson.edu/BBGD454,BBGD454,0.995709896,blueberry genomic database,0.90938741,BBGD454,0.995709896,1,2013-10-16
24077841,http://bbgre.org,BBGRE,0.97111398,Brain and Body Genetic Resource Exchange,0.924002247,BBGRE,0.97111398,1,2013-09-27
33599248,http://bcgenex.ico.unicancer.fr,bc-GenExMiner,0.983812017,Breast cancer gene-expression miner,0.969961941,bc-GenExMiner,0.983812017,1,2021-02-01
33882119,http://www.dqweilab-sjtu.com/index.php,BC-TFdb,0.990113586,Breast Cancer Transcription Factors database,0.960293174,BC-TFdb,0.990113586,1,2021-04-01
27161011,http://www.biocreative.org/tasks/biocreative-v/track-3-cdr,BC5CDR,0.981737942,,0,BC5CDR,0.981737942,1,2016-05-09
27376128,"http://www.bccluster.org/, http://rubyonrails.org",BcCluster,0.995449245,,0,BcCluster,0.995449245,1,2016-01-07
25332396,http://bioinformatics.breastcancertissue,BCCTBbp,0.998296082,Breast Cancer Campaign Tissue Bank,0.761125972,BCCTBbp,0.998296082,1,2014-10-20
32786900,http://mmb.irbbarcelona.org/BCE,BCE,0.897705595,bioactive conformational,0.562582284,BCE,0.897705595,1,2020-09-01
34144671,http://soft.bioinfo-minzhao.org/bcgene,BCGene,0.99187088,brain cancer gene database,0.777056694,BCGene,0.99187088,1,2021-06-18
28327601,http://omics.bmi.ac.cn/bcancer,BCIP,0.996045272,Breast Cancer Integrative Platform,0.955718553,BCIP,0.996045272,1,2017-03-22
24608034,http://bcl2db.ibcp.fr,BCL2DB,0.997701004,,0,BCL2DB,0.997701004,1,2014-03-06
34736471,http://t21omics.cngb.org,BDdb,0.995132804,birth defect multi-omics database,0.690108945,BDdb,0.995132804,1,2021-11-04
23764453,http://bdgene.psych.ac.cn,BDgene,0.972416461,,0,BDgene,0.972416461,1,2013-06-10
34081565,http://bike-bee.snu.ac.kr,BEE,0.989852111,Biomedical Entity Explorer,0.810965747,BEE,0.989852111,1,2021-06-02
32655358,http://bci.med.tsinghua.edu.cn/download.html,BETA,0.910390854,BCI,0.519562721,BETA,0.910390854,1,2020-06-23
24399916,http://barleyflc.dna.affrc.go.jp/bexdb/index.html,bex-db,0.995140064,Barley Gene Expression Database,0.958310401,bex-db,0.995140064,1,2013-12-01
22250003,http://bfgr.plantbiology.msu.edu,BFGR,0.983292729,Biofuel Feedstock Genomics Resource,0.972530476,BFGR,0.983292729,1,2012-01-15
22125386,http://www.bfluenza.info,BFluenza,0.856544018,,0,BFluenza,0.856544018,1,2011-09-28
24570022,http://www.bgbx.com.br,BGBX,0.957761586,Brazilian Genetic Database of Chromosome X,0.940487146,BGBX,0.957761586,1,2014-02-26
23894186,http://dailab.sysu.edu.cn/bgdb,BGDB,0.981280982,,0,BGDB,0.981280982,1,2013-07-26
33037820,http://bgee.org,Bgee,0.995789826,,0,Bgee,0.995789826,1,2021-01-01
31807141,http://seqBEACON.genomics.cn:443/home.html,BGISEQ-500,0.996839881,,0,BGISEQ-500,0.996839881,1,2019-11-15
22084196,http://www.ncbi.nlm.nih.gov/projects/gv/rbc/xslcgi.fcgi?cmd=bgmut,BGMUT,0.994283319,Blood Group Antigen Gene Mutation Database,0.958958909,BGMUT,0.994283319,1,2011-11-13
34897852,http://clingen.igib.res.in/bgvar,BGvar,0.97764498,Blood Group Associated Genomic Variant Resource,0.957016902,BGvar,0.97764498,1,2021-12-13
32540200,http://animal.nwsuaf.edu.cn/BosVar,BGVD,0.991665125,Bovine Genome Variation Database,0.976398796,BGVD,0.991665125,1,2020-04-01
33010170,http://bigfam.bioinformatics.nl,BiG-FAM,0.988548267,biosynthetic gene cluster families,0.828322877,BiG-FAM,0.988548267,1,2021-01-01
21233089,http://download.baderlab.org/BINDTranslation,BIND,0.947274288,Biomolecular Interaction Network Database,0.91527611,BIND,0.947274288,1,2011-01-12
25378330,http://www.BindingMOAD.org,Binding MOAD,0.90315028,,0,Binding MOAD,0.90315028,1,2014-11-06
31405382,http://bio.tools,bio.tools,0.987343351,,0,bio.tools,0.987343351,1,2019-08-12
28708831,http://biochem4j.org,biochem4j,0.994090736,,0,biochem4j,0.994090736,1,2017-07-14
25516260,http://www.nd.edu,Bioclock,0.913504779,Aedes aegypti Circadian Database,0.621617784,Bioclock,0.913504779,1,2014-12-17
22359433,http://www.biodenzdatabase.in,BiodEnz,0.967340887,,0,BiodEnz,0.967340887,1,2012-01-06
