"re3data_ID","type","certificate","repositoryURL","repositoryName","subject","providerType","dataLicenseName","databaseAccessType","dataAccessType","policyName","description"
"r3d100000016","disciplinary","WDS","http://www.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/en/","Canadian Astronomy Data Centre","3 Natural Sciences_AND_311 Astrophysics and Astronomy_AND_32 Physics","serviceProvider","Copyrights","open","open_AND_restricted","Certification of WDS Members_AND_ICSU World Data System Constitution_AND_Terms and Conditions","The Canadian Astronomy Data Centre (CADC) was established in 1986 by the National Research Council of Canada (NRC), through a grant provided by the Canadian Space Agency (CSA). Over the past 30 years the CADC has evolved from an archiving centre---hosting data from Hubble Space Telescope, Canada-France-Hawaii Telescope, the Gemini observatories, and the James Clerk Maxwell Telescope---into a Science Platform for data-intensive astronomy. The CADC, in partnership with Shared Services Canada, Compute Canada, CANARIE and the university community (funded through the Canadian Foundation for Innovation), offers cloud computing, user-managed storage, group management, and data publication services, in addition to its ongoing mission to provide permanent storage for major data collections.

Located at NRC Herzberg Astronomy and Astrophysics Research Centre in Victoria, BC, the CADC staff consists of professional astronomers, software developers, and operations staff who work with the community to develop and deliver leading-edge services to advance Canadian research. The CADC plays a leading role in international efforts to improve the scientific/technical landscape that supports data intensive science. This includes leadership roles in the International Virtual Observatory Alliance and participation in organizations like the Research Data Alliance, CODATA, and the World Data Systems. CADC also contributes significantly to future Canadian projects like the Square Kilometre Array and TMT. 

In 2019, the Canadian Astronomy Data Centre (CADC) delivered over 2 Petabytes of data (over 200 million individual files) to thousands of astronomers in Canada and in over 80 other countries. The cloud processing system completed over 6 million jobs (over 1100 core years) in 2019."
"r3d100000017","disciplinary","","https://www.cbil.upenn.edu/RAD","RNA Abundance Database","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_21 Biology","dataProvider","other","open","restricted","","===  !!!!!    Due to changes in technology and funding, the RAD website is no longer available     !!!!!   ==="
"r3d100000018","disciplinary","","https://library.ucsd.edu/dc/collection/bb5940732k","Cell Centered Database","2 Life Sciences_AND_205 Medicine_AND_20503 Human Genetics_AND_206 Neurosciences_AND_22 Medicine","dataProvider","CC_AND_other","open","embargoed_AND_open_AND_restricted","New user account agreement: terms & conditions_AND_Privacy Notice",">>>  !!!!!     The Cell Centered Database is no longer on serice. It has been merged with ""Cell image library"":  https://www.re3data.org/repository/r3d100000023  !!!!!  <<<<"
"r3d100000019","disciplinary","","https://ess-dive.lbl.gov/","ESS-DIVE","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_317 Geography_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","CC_AND_CC0_AND_Copyrights","open","open","DOE Policy for Digital Research Data Management_AND_Terms of Use","The U.S. Department of Energy’s (DOE) Environmental Systems Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) data archive serves Earth and environmental science data. ESS-DIVE is funded by the Data Management program within the Climate and Environmental Science Division under the DOE’s Office of Biological and Environmental Research program (BER), and is maintained by the Lawrence Berkeley National Laboratory.

ESS-DIVE will archive and publicly share data obtained from observational, experimental, and modeling research that is funded by the DOE’s Office of Science under its Subsurface Biogeochemical Research (SBR) and Terrestrial Ecosystem Science (TES) programs within the Environmental Systems Science (ESS) activity.

ESS-DIVE was launched in July 2017, and is designed to provide long-term stewardship and use of data from observational, experimental and modeling activities in the DOE in the Subsurface Biogeochemical Research (SBR) and Terrestrial Ecosystem Science (TES) Programs in the Environmental System Science (ESS) activity."
"r3d100000020","disciplinary","","http://cdip.ucsd.edu/","Coastal Data Information Program","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_317 Geography_AND_318 Water Research_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","other","open","open","Data Use and Acknowledgements","The Coastal Data Information Program (CDIP) is an extensive network for monitoring waves and beaches along the coastlines of the United States. Since its inception in 1975, the program has produced a vast database of publicly-accessible environmental data for use by coastal engineers and planners, scientists, mariners, and marine enthusiasts. The program has also remained at the forefront of coastal monitoring, developing numerous innovations in instrumentation, system control and management, computer hardware and software, field equipment, and installation techniques."
"r3d100000021","disciplinary","","http://cds.dl.ac.uk/","Chemical Database Service","3 Natural Sciences_AND_31 Chemistry","serviceProvider","other","open","restricted","Acceptable Use Policy_AND_Eligibility & Terms of Use","Most or all of the features are no longer available via the CDS/DL website since provision of the EPSRC UK national Chemical Database Service has been taken over by the Royal Society of Chemistry from 1st January 2013. See:  http://cds.rsc.org/ . Daresbury now offers reduced database access, but CrystalWorks developments continue here. 
Some related features may be available via the RSC/CSD portal. For details of what is currently available on the CDS/DL website and also links to the RSC/CDS portal follow the link to the CDS/DL Homepage.   //  The service gives on-line access to a rich variety of quality databases in fields relating to chemistry. The CDS team also provides general support, training and advice."
"r3d100000022","disciplinary_AND_institutional","","https://apps.orau.gov/cedr/default.aspx#.W21OlbhBk2e","Comprehensive Epidemiological Data Resource","2 Life Sciences_AND_205 Medicine_AND_22 Medicine_AND_4 Engineering Sciences_AND_408 Electrical Engineering_AND_40803 Electrical Energy Generation, Distribution, Application_AND_44 Computer Science, Electrical and System Engineering","dataProvider_AND_serviceProvider","other","open","restricted","Federal Information Security Management Act (FISMA) Implementation Project",">>>!!!<<< The repository is no longer available.   No more access to Comprehensive Epidemiological Data Resource >>>!!!<<<"
"r3d100000023","disciplinary","","http://www.cellimagelibrary.org/home","The Cell Image Library","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20103 Cell Biology_AND_202 Plant Sciences_AND_20206 Plant Cell and Developmental Biology_AND_203 Zoology_AND_20306 Animal Genetics, Cell and Developmental Biology_AND_205 Medicine_AND_206 Neurosciences_AND_21 Biology_AND_22 Medicine","dataProvider","CC_AND_Copyrights_AND_Public Domain_AND_other","open","open","Licensing Policy","This library is a public and easily accessible resource database of images, videos, and animations of cells, capturing a wide diversity of organisms, cell types, and cellular processes. The Cell Image Library has been merged with ""Cell Centered Database"" in 2017. The purpose of the database is to advance research on cellular activity, with the ultimate goal of improving human health."
"r3d100000027","disciplinary_AND_institutional","","https://citeseerx.ist.psu.edu/index","CiteSeerX","4 Engineering Sciences_AND_409 Computer Science_AND_44 Computer Science, Electrical and System Engineering","dataProvider","CC","open","open","Privacy Policy","CiteSeerx is an evolving scientific literature digital library and search engine that focuses primarily on the literature in computer and information science. CiteSeerx aims to improve the dissemination of scientific literature and to provide improvements in functionality, usability, availability, cost, comprehensiveness, efficiency, and timeliness in the access of scientific and scholarly knowledge. Rather than creating just another digital library, CiteSeerx attempts to provide resources such as algorithms, data, metadata, services, techniques, and software that can be used to promote other digital libraries. CiteSeerx has developed new methods and algorithms to index PostScript and PDF research articles on the Web."
"r3d100000028","other","","https://datahub.io/","The Data Hub","1 Humanities and Social Sciences_AND_2 Life Sciences_AND_3 Natural Sciences_AND_4 Engineering Sciences","serviceProvider","ODC","open","open_AND_restricted","Privacy Policy","the Data Hub is a community-run catalogue of useful sets of data on the Internet. You can collect links here to data from around the web for yourself and others to use, or search for data that others have collected. Depending on the type of data (and its conditions of use), the Data Hub may also be able to store a copy of the data or host it in a database, and provide some basic visualisation tools."
"r3d100000031","other","","https://code.google.com/archive/","Google Code Project Hosting","4 Engineering Sciences_AND_44 Computer Science, Electrical and System Engineering","serviceProvider","CC_AND_other","open","open","Google Project Hosting: User Content and Conduct Policy_AND_Google Terms of Service","The Google Code Archive contains the data found on the Google Code Project Hosting Service, which turned down in early 2016. This archive contains over 1.4 million projects, 1.5 million downloads, and 12.6 million issues.
Google Project Hosting powers Project Hosting on Google Code and Eclipse Labs. Project Hosting on Google Code Eclipse Labs. It provides a fast, reliable, and easy open source hosting service with the following features: Instant project creation on any topic; Git, Mercurial and Subversion code hosting with 2 gigabyte of storage space and download hosting support with 2 gigabytes of storage space; Integrated source code browsing and code review tools to make it easy to view code, review contributions, and maintain a high quality code base; An issue tracker and project wiki that are simple, yet flexible and powerful, and can adapt to any development process; Starring and update streams that make it easy to keep track of projects and developers that you care about."
"r3d100000032","disciplinary_AND_institutional","","http://forscenter.ch/en/data-and-research-information-services/2221-2/public-statistics/","Communication Portal for Accessing Social Statistics","1 Humanities and Social Sciences_AND_111 Social Sciences_AND_112 Economics_AND_12 Social and Behavioural Sciences","dataProvider","other","open","open_AND_restricted","CESSDA Data Access Policy","The repository is no longer available. >>>!!!<<< 2018-11-20; COMPASS used to be provided and available at FORS but is no longer supported. >>>!!!<<<"
"r3d100000033","disciplinary","","https://forestgeo.si.edu/","Forest Global Earth Observatory","2 Life Sciences_AND_203 Zoology_AND_20302 Evolution, Anthropology_AND_21 Biology","dataProvider","Copyrights","open","open","Smithsonian Institution's Privacy Statement_AND_Terms of Use","The Center for Tropical Forest Science (CTFS) is a global network of forest research plots committed to the study of tropical and temperate forest function and diversity. The multi-institutional network comprises more than forty forest research plots across the Americas, Africa, Asia, and Europe, with a strong focus on tropical regions. CTFS monitors the growth and survival of about 6 million trees of approximately 10,000 species."
"r3d100000034","disciplinary_AND_institutional","","https://cugir.library.cornell.edu/","Cornell University Geospatial Information Repository","3 Natural Sciences_AND_34 Geosciences (including Geography)","serviceProvider","other","open","open","Checklist for fair use_AND_Cornell University Library Public Policies_AND_Guidelines for Using Text, Images, Audio, and Video from Cornell University Library Collections","CUGIR is an active online repository in the National Spatial Data Clearinghouse program. CUGIR provides geospatial data and metadata for New York State, with special emphasis on those natural features relevant to agriculture, ecology, natural resources, and human-environment interactions. In order to provide the best possible access to geospatial data for New York State, CUGIR coordinates its activities with those of the New York State GIS Clearinghouse"
"r3d100000036","disciplinary","WDS","https://disc.gsfc.nasa.gov/","Goddard Earth Sciences Data and Information Services Center","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31301 Atmospheric Science_AND_31302 Oceanography_AND_34 Geosciences (including Geography)","dataProvider","Public Domain_AND_other","open","restricted","Certification of WDS Members_AND_GES DISC Data Policy_AND_ICSU World Data System Constitution_AND_NASA Data and Information Policy_AND_NASA Web Privacy Policy and Important Notices","One of twelve NASA Science Mission Directorate (SMD) Data Centers that provide Earth science data, information, and services to research scientists, applications scientists, applications users, and students. The GES DISC is the home (archive) of NASA Precipitation and Hydrology, as well as Atmospheric Composition and Dynamics remote sensing data and information. The DISC also houses the Modern Era Retrospective-Analysis for Research and Applications (MERRA) data assimilation datasets (generated by GSFC’s Global Modeling and Assimilation Office), and the North American Land Data Assimilation System (NLDAS) and Global Land Data Assimilation System (GLDAS) data products (both generated by GSFC's Hydrological Sciences Branch)."
"r3d100000037","disciplinary","other","https://daac.ornl.gov/","Oak Ridge National Laboratory Distributed Active Archive Center for Biogeochemical Dynamics","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31301 Atmospheric Science_AND_315 Geophysics and Geodesy_AND_318 Water Research_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Public Domain","open","restricted","CoreTrustSeal assessment_AND_Data Management for Data Providers_AND_Data Product Citation Policy_AND_Privacy Policy","The Oak Ridge National Laboratory Distributed Active Archive Center (ORNL DAAC) for biogeochemical dynamics is one of the National Aeronautics and Space Administration (NASA) Earth Observing System Data and Information System (EOSDIS) data centers managed by the Earth Science Data and Information System (ESDIS) Project. The ORNL DAAC archives data produced by NASA's Terrestrial Ecology Program. The DAAC provides data and information relevant to biogeochemical dynamics, ecological data, and environmental processes, critical for understanding the dynamics relating to the biological, geological, and chemical components of Earth's environment."
"r3d100000038","disciplinary","other","https://data.aad.gov.au/","Australian Antarctic Data Centre","2 Life Sciences_AND_21 Biology_AND_3 Natural Sciences_AND_32 Physics_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","CC","open","open_AND_restricted","Conditions of Use_AND_Data Policy","The Australian Antarctic Data Centre (AADC) provides data collection and data management services in Australia's Antarctic Science Program. The AADC manages science data from Australia's Antarctic research, maps Australia's areas of interest in the Antarctic region, manages Australia's Antarctic state of the environment reporting, and provides advice and education and a range of other products."
"r3d100000039","disciplinary_AND_institutional","WDS","https://www.gbif.org/","Global Biodiversity Information Facility","2 Life Sciences_AND_202 Plant Sciences_AND_20202 Plant Ecology and Ecosystem Analysis_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_21 Biology","dataProvider_AND_serviceProvider","CC_AND_CC0_AND_other","open","open","Data User Agreement_AND_Terms of use","GBIF is an international organisation that is working to make the world's biodiversity data accessible everywhere in the world. GBIF and its many partners work to mobilize the data, and to improve search mechanisms, data and metadata standards, web services, and the other components of an Internet-based information infrastructure for biodiversity.
GBIF makes available data that are shared by hundreds of data publishers from around the world. These data are shared according to the GBIF Data Use Agreement, which includes the provision that users of any data accessed through or retrieved via the GBIF Portal will always give credit to the original data publishers."
"r3d100000042","disciplinary","","https://data.worldbank.org/","The World Bank Open Data","1 Humanities and Social Sciences_AND_12 Social and Behavioural Sciences","dataProvider_AND_serviceProvider","CC_AND_other","open","open","Terms of Use_AND_The World Bank Terms of Use for Datasets","The World Bank recognizes that transparency and accountability are essential to the development process and central to achieving the Bank’s mission to alleviate poverty. The Bank’s commitment to openness is also driven by a desire to foster public ownership, partnership and participation in development from a wide range of stakeholders. As a knowledge institution, the World Bank’s first step is to share its knowledge freely and openly."
"r3d100000043","disciplinary","","https://databasin.org/","DataBasin","2 Life Sciences_AND_203 Zoology_AND_21 Biology_AND_3 Natural Sciences_AND_34 Geosciences (including Geography)","dataProvider","CC_AND_other","open","open_AND_restricted","Terms and Conditions_AND_Terms of Use","Data Basin is a science-based mapping and analysis platform that supports learning, research, and sustainable environmental stewardship."
"r3d100000044","other","","https://datadryad.org/stash","DRYAD","1 Humanities and Social Sciences_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_20107 Bioinformatics and Theoretical Biology_AND_202 Plant Sciences_AND_20202 Plant Ecology and Ecosystem Analysis_AND_203 Zoology_AND_20302 Evolution, Anthropology_AND_20305 Biochemistry and Animal Physiology_AND_204 Microbiology, Virology and Immunology_AND_20402 Microbial Ecology and Applied Microbiology_AND_20404 Virology_AND_207 Agriculture, Forestry, Horticulture and Veterinary Medicine_AND_21 Biology_AND_22 Medicine_AND_23 Agriculture, Forestry, Horticulture and Veterinary Medicine_AND_3 Natural Sciences_AND_314 Geology and Palaeontology_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","CC0_AND_other","open","embargoed_AND_open","Our community_AND_Publication policy_AND_Terms of Service","Dryad is an international repository of data underlying peer-reviewed scientific and medical literature, particularly data for which no specialized repository exists. The content is considered to be integral to the published research. All material in Dryad is associated with a scholarly publication"
"r3d100000045","disciplinary","","https://www.dataone.org/","DataONE","3 Natural Sciences_AND_34 Geosciences (including Geography)","serviceProvider","other","open","open_AND_restricted","","Data Observation Network for Earth (DataONE) is the foundation of new innovative environmental science through a distributed framework and sustainable cyberinfrastructure that meets the needs of science and society for open, persistent, robust, and secure access to well-described and easily discovered Earth observational data.
Supported by the U.S. National Science Foundation (Grant #OCI-0830944) as one of the initial DataNets, DataONE will ensure the preservation, access, use and reuse of multi-scale, multi-discipline, and multi-national science data via three primary cyberinfrastucture elements and a broad education and outreach program."
"r3d100000046","disciplinary_AND_institutional","","https://www.eea.europa.eu/data-and-maps","European Environment Agency, Datasets","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_318 Water Research_AND_34 Geosciences (including Geography)","dataProvider","CC_AND_Copyrights","open","open","Specific privacy statement","The European Environment Agency (EEA) is an agency of the European Union. Our task is to provide sound, independent information on the environment. We are a major information source for those involved in developing, adopting, implementing and evaluating environmental policy, and also the general public. Currently, the EEA has 33 member countries.
EEA's mandate is: To help the Community and member countries make informed decisions about improving the environment, integrating environmental considerations into economic policies and moving towards sustainability
To coordinate the European environment information and observation network (Eionet)"
"r3d100000047","institutional","DSA","https://datashare.ed.ac.uk/","Edinburgh DataShare","1 Humanities and Social Sciences_AND_2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20103 Cell Biology_AND_205 Medicine_AND_20503 Human Genetics_AND_21 Biology_AND_22 Medicine_AND_3 Natural Sciences_AND_32 Physics_AND_4 Engineering Sciences","dataProvider_AND_serviceProvider","CC_AND_ODC_AND_other","open","open","Service policies_AND_Terms and conditions of use","Edinburgh DataShare is an online digital repository of multi-disciplinary research datasets produced at the University of Edinburgh, hosted by the Data Library in Information Services.
Edinburgh University researchers who have produced research data associated with an existing or forthcoming publication, or which has potential use for other researchers, are invited to upload their dataset for sharing and safekeeping. A persistent identifier and suggested citation will be provided."
"r3d100000049","other","","https://dc.zah.uni-heidelberg.de/potsdam/q/raw/info","Potsdam Carte du Ciel Plates","3 Natural Sciences_AND_311 Astrophysics and Astronomy_AND_32 Physics","dataProvider","CC_AND_other","open","restricted","Disclaimer_AND_Privacy","Publication of scans of photographic plates from the so-called ""Potsdam zone"" of the Carte du Ciel project (32 deg to 39 deg). A total of 977 plates of 2 square degree sky regions was observed and recorded between 1913 to 1924. Since Potsdam Observatory ended participation in the Carte du Ciel project, these observations were so far not analysed or published. Plates were scanned in by a flat bed scanner in 2007-2008. Limitations in astrometric precision as well are to be expected, and specific observational restrains apply, such as multiple exposures on certain plates (see literature)"
"r3d100010035","disciplinary","","https://cxc.cfa.harvard.edu/cda/","The Chandra Data Archive","3 Natural Sciences_AND_311 Astrophysics and Astronomy_AND_32 Physics","dataProvider","Copyrights","open","open","Terms of Use","The Chandra Data Archive (CDA) plays a central role in the operation of the Chandra X-ray Center (CXC) by providing support to the astronomical community in accessing Chandra data. Its primary role is one of storage and distribution of all data products including those that users of the observatory need to perform their scientific studies using Chandra data.
The CDA offers access to digital archives through powerful query engines, including VO-compliant interfaces. The CDA also serves as a permanent storage repository of contributed data products by authors who have processed images or other pertinent and valuable datasets that are essential to their publications."
"r3d100010050","disciplinary","other","https://rda.ucar.edu/","Research Data Archive at NCAR","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31301 Atmospheric Science_AND_31302 Oceanography_AND_315 Geophysics and Geodesy_AND_31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy_AND_318 Water Research_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","CC_AND_Copyrights","open","open_AND_restricted","CoreTrustSeal Assessment_AND_Terms of Use_AND_Terms of Use for UCAR Data Repositories","The Research Data Archive (RDA) at NCAR contains a large and diverse collection of meteorological and oceanographic observations, operational and reanalysis model outputs, and remote sensing datasets to support atmospheric and geosciences research, along with ancillary datasets, such as topography/bathymetry, vegetation, and land use."
"r3d100010051","disciplinary_AND_institutional","","https://dataverse.harvard.edu/","Harvard Dataverse","1 Humanities and Social Sciences_AND_111 Social Sciences_AND_112 Economics_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_21 Biology_AND_3 Natural Sciences_AND_311 Astrophysics and Astronomy_AND_32 Physics","dataProvider_AND_serviceProvider","CC0","open","open","API Terms of Use_AND_Terms of use","The Harvard Dataverse is open to all scientific data from all disciplines worldwide. It includes the world's largest collection of social science research data. It is hosting data for projects, archives, researchers, journals, organizations, and institutions."
"r3d100010052","other","","http://eaa.crcpress.com/","Encyclopedia of Astronomy and Astrophysics","3 Natural Sciences_AND_311 Astrophysics and Astronomy_AND_31101 Astrophysics and Astronomy_AND_32 Physics","serviceProvider","Copyrights","restricted","restricted","subscription information","This unique resource covers the entire field of astronomy and astrophysics and this online version includes the full text of over 2,750 articles, plus sophisticated search and retrieval functionality, links to the primary literature, and is frequently updated with new material. An active editorial team, headed by the Encyclopedia's editor-in-chief, Paul Murdin, oversees the continual commissioning, reviewing and loading of new and revised content.In a unique collaboration, Nature Publishing Group and Institute of Physics Publishing published the most extensive and comprehensive reference work in astronomy and astrophysics in both print and online formats. First published as a four volume print edition in 2001, the initial Web version went live in 2002, and contained the original print material and was rapidly supplemented with numerous updates and newly commissioned material. Since July 2006 the Encyclopedia is published solely by Taylor & Francis."
"r3d100010054","disciplinary_AND_institutional","","https://www.usgs.gov/products/data-and-tools/overview","U.S. Geological Survey","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_314 Geology and Palaeontology_AND_34 Geosciences (including Geography)","serviceProvider","Public Domain","open","open_AND_restricted","Open Data requirements_AND_Policies an notices_AND_Policy Principles_AND_USGS Data Management","USGS data and tools are the digital information in a format suitable for direct input to software that can analyze its meaning in the scientific, engineering, or business context for which the data were collected."
